video_url,views,likes,comments
https://www.tiktok.com/@zhivyye_oboi/video/7393323701372046593,19600000,592100,6061
https://www.tiktok.com/@gerdegotit/video/7481602146635500846,24000000,613600,7503
https://www.tiktok.com/@eternal4season/video/7470248306417945878,258700,4862,143
https://www.tiktok.com/@zhivyye_oboi/video/7393323701372046593,19600000,592100,6066
https://www.tiktok.com/@gerdegotit/video/7481602146635500846,24000000,613700,7506
https://www.tiktok.com/@termyvoda/video/7054908147655363841,54200000,2700000,8000
